,id,question,answers
2578,train_q2916,Name A Piece Of Information That Can Be Found On A Prescription Bottle. ,"{'patient name': 33, 'directions': 30, 'date expiration': 16, 'drug ingredients': 11, 'doctor contact': 8}"
2579,train_q2917,Name Something That It Is Harder To Do When You Have Too Many Roommates. ,"{'sleep': 36, 'be intimate': 19, 'shower': 14, 'keep house clean': 13, 'cook': 5, 'use bathroom': 4, 'read study': 4}"
2580,train_q2918,Name Something That You Would wear To A Wedding In The Dessert ,"{'sandals': 35, 'bathing suit': 22, 'sun dress': 15, 'sun hat': 10, 'shorts': 7, 'sunscreen': 3}"
2581,train_q2919,"Name A Creature That, Until It Moves, You Don’t Know Its Head From Its Tail. ","{'snake': 33, 'worm': 26, 'turtle': 16, 'ant': 13, 'caterpillar': 5}"
2582,train_q2920,Name A Character That Shows Up In Every Church Christmas Play ,"{'jesus': 52, 'mary': 21, 'angel': 10, 'joseph': 4, 'wise men': 3, 'donkey': 3}"
2583,train_q2921,"Name A Morning Stop That Many Adults Make first, Before going Into Work ","{'coffee shop': 46, 'day care school': 19, 'breakfast': 15, 'gas station': 9}"
2584,train_q2922,Name A Food You Can Cook On A Campfire. ,"{'hot dogs': 27, 'smores': 18}"
2585,train_q2924,"Name Something People Put Toothpicks In. (Food Is Not An Answer, Be More Specific) ","{'in your teeth': 35, 'sandwich': 19, 'olives': 15, 'appetizers': 9, 'cheese cube': 6, 'meatballs': 4, 'cakes': 4}"
2586,train_q2925,Name A Baby Farm Animal That A Child Would Probably Want To Keep As A Pet. ,"{'piglet': 37, 'lamb': 24, 'chick': 19, 'kid goat': 9, 'bunny': 8}"
2587,train_q2926,Name A Fruit Juice That’s Very Bitter. ,"{'grapefruit': 37, 'lemon': 32, 'cranberry': 19, 'orange': 10}"
2588,train_q2927,Name Something A Child Might Never Do If They werent Forced To,"{'brush teeth': 27, 'eat vegetable': 18, 'school homework': 17, 'bathe': 11, 'go to bed': 10, 'clean': 10}"
2589,train_q2928,Name A Place Where You Would Not Be Allowed To Chew Gum. ,"{'school': 60, 'church': 25, 'library': 4, 'singapore': 3, 'court': 3}"
2590,train_q2929,Name A Job From Which You Would Come Home Smelling Really Good. ,"{'baker': 41, 'perfume seller': 32, 'florist': 14, 'chef': 9, 'spa employee': 3}"
2591,train_q2930,Name something campers might take with them for emergencies. ,"{'first aid kit': 41, 'flashlight': 23, 'water': 12, 'knife': 6, 'matches': 3, 'cellular phone': 3, 'blanket': 3}"
2592,train_q2931,Name Something “Human” That People Try To Teach Their Dogs To Do. ,"{'speak': 46, 'walk on 2 legs': 27, 'shake': 15, 'dance': 8}"
2593,train_q2932,Name Something That Tastes Better Plain Than FruitFlavored,"{'water': 43, 'yogurt': 25, 'gum': 11, 'milk': 10, 'tea': 3, 'medicine': 3, 'soda': 3}"
2594,train_q2934,Name A Color You See A Lot Of In Mobster Movies ,"{'black': 41, 'red': 19, 'green': 16, 'blue': 9, 'grey': 8, 'white': 6}"
2595,train_q2935,Name An Animal That You Can Ride At The Circus ,"{'elephant': 71, 'horse': 18, 'camel': 5, 'donkey': 4}"
2596,train_q2936,Name Something You Would Be Surprised To Find In A Bachelor’s Bathroom ,"{'feminine products': 46, 'make up': 26, 'perfume': 14, 'flowers': 9}"
2597,train_q2937,Name A Habit That Would Be Impossible To Hide From Your Spouse ,"{'smoking': 64, 'drinking': 12, 'biting nails': 7, 'gambling': 7, 'shopping': 4}"
2598,train_q2938,Name A Topic Most Men Cant Stand But Many Women Could Discuss For Hours,"{'shopping': 44, 'clothes': 19, 'soap operas': 14, 'men': 11, 'hair': 7}"
2599,train_q2939,"Name A Famous Male, Real Or Fictional, Who Wears Tights ","{'robin hood': 35, 'superman': 27, 'peter pan': 13, 'batman': 10, 'mikhail barishnikov': 9}"
2600,train_q2940,Name Something People Donate To Charity During The Holidays ,"{'food': 29, 'money': 28, 'clothing': 24, 'toys': 18}"
2601,train_q2941,Name Something You Do At Least Twice In The Course Of A Long Car Ride With Family. ,"{'sing': 27, 'fall asleep': 26, 'make a pit stop': 22, 'get food': 14, 'fight': 5, 'hear are we there yet': 3}"
2602,train_q2942,Name Something That A Secretary Never Wants To Run Out Of At The Office. ,"{'paper': 41, 'pens ink': 23, 'coffee': 12, 'staples': 11, 'time': 7}"
2603,train_q2944,Name Something That Happens To People When They’re Experiencing An Allergic Reaction. ,"{'hives': 38, 'sneezing': 31, 'swelling': 22, 'red eyes': 6}"
2604,train_q2945,Name A Good Day Job For A Body Builder ,"{'personal trainer': 42, 'construction': 19, 'bouncer': 13, 'lifeguard': 9, 'model': 6}"
2605,train_q2946,Name Something You’d Be Nervous To Do As An Actress For Fear That You’d Wind Up On A Tabloid. ,"{'kiss your date': 25, 'drugs drinking': 21, 'pose nude': 18, 'get arrested': 16, 'cheat divorce': 10, 'eat fast food': 5}"
2606,train_q2947,Name A Television Star Who Has Successfully Transitioned Into Feature Films. ,"{'george clooney': 21, 'will smith': 17, 'tom hanks': 16, 'robin williams': 14, 'jennifer anniston': 13, 'john travolta': 11}"
2607,train_q2948,Name A Vehicle That Has A Loud Engine ,"{'race car': 29, 'truck': 28, 'motor cycle': 15, 'mustang': 8, 'corvette': 6, 'hummer': 5}"
2608,train_q2949,Name Something A Child Might Carry Along Everywhere ,"{'blanket': 27, 'toy': 26, 'teddy bear': 22, 'doll': 15, 'bottle': 5, 'pacifier': 3}"
2609,train_q2950,Name Something Of Dad’s That Kids Aren’t Allowed To Use ,"{'car': 34, 'tools': 31, 'razor': 29, 'computer': 4}"
2610,train_q2951,Name Something A Reality Show Is Incomplete Without. ,"{'drama fighting': 53, 'contestants celebs': 24, 'romance': 12, 'camaras': 6, 'alcohol': 4}"
2611,train_q2952,Name Something That Both A Detective And A Camper Use. ,"{'flashlight': 46, 'magnifying glass': 22, 'compass': 17, 'camera': 11}"
2612,train_q2954,Name Something You Might Find In A Tennis Bag. ,"{'tennis balls': 62, 'racquet': 32, 'towel': 5, 'tennis shoes': 3, 'socks': 2}"
2613,train_q2955,Name A Movie About Baseball Players ,"{'angels in outfield': 29, 'league of their own': 18, 'field of dreams': 17, 'the natural': 16, 'bull durham': 14}"
2614,train_q2956,Name Something The Police Use To Identify A Criminal. ,"{'fingerprints': 63, 'drivers license': 8, 'pictures': 7, 'mug shot': 4, 'computer': 3, 'license plate': 3, 'dna testing': 3}"
2615,train_q2957,Name Something People Imagine They’d See On Every Street In Hollywood ,"{'celebrities': 57, 'bright lights': 16, 'palm trees': 15, 'prints on sidewalk': 8}"
2616,train_q2958,Name A Place Where It’d Be In Bad Taste To Hit On Someone ,"{'place of worship': 39, 'funeral': 27, 'their wedding': 8, 'work': 4, 'gym': 3, 'courtroom': 3}"
2617,train_q2959,"Name Something A Game Show Host Has To Do, Even On A Day When He Doesn’t Feel Like It. ","{'put on a happy face': 44, 'make conversation': 37, 'go to work': 15, 'dress up': 3}"
2618,train_q2960,Name An Animal That You See More Of In The City. ,"{'cat': 63, 'pigeon': 18, 'rat': 15}"
2619,train_q2961,Name A type Of Work Vehicle Thats Often seen As A Childrens Toy,"{'dump truck': 43, 'fire engine': 34, 'tractor': 10, 'police car': 6, 'bull dozer': 3}"
2620,train_q2962,Name Something On A Baby That Often Looks Big Compared To The Rest Of Their Body. ,"{'head': 51, 'ears': 11, 'eyes': 10, 'stomach': 6}"
2621,train_q2964,Name Something Husbands Will Admit That They Borrow From Their Wives ,"{'money': 67, 'car': 18, 'razor': 9, 'socks': 4}"
2622,train_q2965,Name something you don’t want to have happen during a moment of silence. ,"{'pass gas': 25, 'cough': 20, 'caught talking': 15, 'get the giggles': 14, 'baby cries': 13, 'phone rings': 11}"
2623,train_q2966,Name A Part Of A Boxer’s Body That Might Be Swollen After A Match ,"{'cheeks': 29, 'eyes': 27, 'nose': 16, 'lips': 10, 'hands': 5}"
2624,train_q2967,Name An Item You’d Expect To Find In A Bathroom Cabinet. ,"{'towels': 32, 'toilet paper': 24, 'medicine': 21, 'toothpaste': 9, 'soap shampoo': 6, 'makeup': 4}"
2625,train_q2968,Name Something People Do After They’ve Eaten Too Much. ,"{'sleep': 40, 'burp': 17, 'unbutton pants': 13, 'go to bathroom': 10, 'smoke cigarettes': 7, 'take antacid': 7}"
2626,train_q2969,Name Something You Do Constantly When You Have A Cold,"{'sneeze': 42, 'cough': 30, 'blow nose': 14, 'sleep': 5, 'sniffle': 4}"
2627,train_q2970,Name Something People Do With A Deck Of Cards ,"{'shuffle': 43, 'play poker': 24, 'play solitaire': 10, 'deal': 7, 'do tricks': 6, 'gamble': 3}"
2628,train_q2971,Name A Famous James Who Many Women Consider Handsome ,"{'james dean': 36, 'james bond': 34, 'james stewart': 10, 'james brown': 7}"
2629,train_q2972,Name A Talk Show Host Who Many People Respect ,"{'oprah winfrey': 56, 'jay leno': 26, 'david letterman': 8, 'dr phil': 5}"
2630,train_q2974,Name A Food Served In An Elementary School Cafeteria ,"{'pizza': 46, 'meatloaf': 21, 'jell o': 10, 'fries': 7, 'chicken nuggets': 4, 'hot dogs': 3, 'hamburgers': 3}"
2631,train_q2975,Name A Food You Eat With Your Fingers ,"{'french fries': 48, 'chicken wings': 25, 'pizza': 13, 'hamburger': 8, 'hotdog': 6}"
2632,train_q2976,Name Something A Shoe Salesman Might Complain About. ,"{'stinky feet': 78, 'ugly feet': 7, 'returns': 3, 'big feet': 3, 'backache': 2}"
2633,train_q2977,Name A Fruit That You Might Accidentally Swallow The Seeds Of. ,"{'watermelon': 47, 'grape': 24, 'cherry': 15, 'orange': 8, 'apple': 4}"
2634,train_q2978,Name An Expensive Food That You Wouldn’t Serve At A Kid’s Birthday Party ,"{'caviar': 31, 'filet mignon': 27, 'lobster': 24, 'shrimp': 8, 'sushi': 7}"
2635,train_q2979,Name Something That Can Make A Person Suddenly Think Of Their Partner. ,"{'song': 59, 'smell': 14, 'movie': 13, 'picture': 12}"
2636,train_q2980,Name A Place Where You Get Antsy From Sitting Too Long,"{'church': 44, 'school': 19, 'movie theatre': 12, 'waiting room': 8, 'work meeting': 7}"
2637,train_q2981,Name An Animal That Sleeps During The Day And Stays Up At Night. ,"{'bat': 44, 'owl': 28, 'cat': 23, 'raccoon': 24}"
2638,train_q2982,Name A Type Of Business Thats Convenient To Have In Your Neighborhood,"{'market conv store': 48, 'gas station': 33, 'bank': 8, 'restaurant': 4, 'laundromat': 3}"
2639,train_q2984,Name Something Tourists Point Up At ,"{'tall buildings': 68, 'statues  monuments': 14, 'mountains': 6}"
2640,train_q2985,Name Something Specific You’d Probably See On A Brochure For Las Vegas. ,"{'casino slots': 32, 'money coins': 25, 'poker chips': 13, 'bar restaurant': 12, 'show girls': 9, 'fountain': 6}"
2641,train_q2986,Name A Holiday That Most People Don’t Get Off From Work. ,"{""president's day"": 40, 'martin luther king': 26, ""valentine's day"": 18, 'columbus day': 11}"
2642,train_q2987,Name Something About Which Many People Have Phobias,"{'spiders': 37, 'heights': 25, 'snakes': 14, 'water': 7, 'darkness': 6, 'flying': 4, 'small spaces': 3}"
2643,train_q2988,Name A Trait Thats Essential For A High School Teacher To Have,"{'patience': 46, 'intelligence': 35, 'friendly personality': 10, 'strictness': 7}"
2644,train_q2989,Name Something A Teen Might Take Off Before Going To Grandma’s House For Dinner. ,"{'makeup': 38, 'hat': 32, 'piercing': 13, 'shoes': 9, 'hoodie': 3}"
2645,train_q2990,Name something you might be “on top of”. ,"{'the world': 33, 'work school': 26, 'mountain hill': 16, 'your game': 12, 'bills': 4}"
2646,train_q2991,Name A Day When Kids Get A Lot Of Candy ,"{'halloween': 64, 'easter': 13, 'christmas': 5, 'birthday': 5, ""valentine's day"": 3}"
2647,train_q2992,Name A Feature You Have In Your Car That A Mother Might Like To Have On Her Baby’s Stroller ,"{'radio': 37, 'stereo': 21, 'motor': 11, 'horn': 9, 'power steering': 7, 'cruise control': 6}"
2648,train_q2994,Name An Item Stores Probably Have A Hard Time Selling After Christmas ,"{'trees': 37, 'ornaments': 19, 'toys': 11, 'lights': 8, 'wrapping paper': 7, 'christmas cards': 4}"
2649,train_q2995,Name An Animal That Children Are Excited By At The Zoo. ,"{'monkey': 27, 'lion': 25, 'tiger': 22, 'elephant': 11, 'giraffe': 6, 'bear': 5}"
2650,train_q2996,Name Someone Specific Youd Be Nervous About Lying To,"{'mother': 31, 'priest': 23, 'god': 13, 'father': 7, 'husband': 7, 'friend': 7, 'wife': 7}"
2651,train_q2997,Name Something Specific People Put Salsa On ,"{'chips': 63, 'tacos': 22, 'enchaladas': 4, 'burritos': 3, 'eggs': 2}"
2652,train_q2998,"Name Something At A Rock Concert That You Don’t Pay To See, But See Anyway. ","{'fights': 31, 'drinking drugs': 29, 'crowds': 19, 'skimpy outfits': 13, 'opening band': 6}"
2653,train_q2999,Name Something That Gets Delivered. ,"{'mail': 45, 'pizza': 36, 'newspaper': 5, 'package': 5, 'baby': 4, 'flowers': 3}"
2654,train_q3000,Name Something That You Don’t Want Your Dog To Chew On Over The Holidays ,"{'the tree': 31, 'gifts gift wrap': 20, 'ornaments figurines': 18, 'lights': 11, 'turkey bones': 10, 'stockings': 6}"
2655,train_q3001,Name Something Found In Las Vegas That Youd Like To See More Of In Your Home Town,"{'casinos': 60, 'bright lights': 18, 'beautiful women': 8, 'night life': 7, 'money': 5}"
2656,train_q3002,Name Something About Love That Some People Believe In And Others Don’t. ,"{'love at first sight': 34, 'endless': 28, 'fate': 26, 'soul mate': 9}"
2657,train_q3004,Name Something Your Mother Made You Do That You Would Also Have To Do In The Army. ,"{'make your bed': 55, 'clean up': 13, 'wash the dishes': 10, 'clean bathroom': 5, 'laundry': 3, 'obey': 3, 'fold your clothes': 3}"
2658,train_q3005,Name Something From Childhood That Many People Save. ,"{'photos': 44, 'toys': 19, 'blanket': 11, 'baby teeth': 7, 'clothes': 7, 'doll': 6}"
2659,train_q3006,name A Slender Animal that Wouldnt Make A Very Good Piggy Bank,"{'snake': 35, 'giraffe': 33, 'cat': 14, 'deer': 5, 'pony': 5, 'lizard': 3, 'monkey': 3}"
2660,train_q3007,Name A Place Where You Often Find An Elevator. ,"{'hotel': 38, 'mall': 24, 'hospital': 16, 'office building': 11}"
2661,train_q3008,Name a specific food or drink moms tell their kids to consume so they grow “Big and Strong”. ,"{'milk': 59, 'spinach': 24, 'carrots': 12, 'broccoli': 3}"
2662,train_q3009,Name Something You Might Do To Make Yourself Feel Cozy After Playing In The Snow All Day. ,"{'hot chocolate': 49, 'hot bath': 15, 'sit by fire': 13, 'change clothes': 9, 'blanket': 8, 'soup': 3}"
2663,train_q3010,Name Something Every UPS Driver Should Have ,"{'truck': 19, 'uniform': 18, 'clip board': 18, 'drivers license': 16, 'packages': 11, 'pen': 11}"
2664,train_q3012,Name a piece of kids’s play equipment that adults would probably hurt themselves using. ,"{'monkey bars': 35, 'slide': 28, 'swing': 27, 'merry go round': 5, 'seesaw': 3}"
2665,train_q3014,Name A Flower That Comes In Different Colors ,"{'rose': 58, 'orchid': 12, 'tulip': 9, 'iris': 8, 'carnation': 7, 'lily': 6}"
2666,train_q3015,Name Something A Baby Doesn’t Have That Most Adults Do ,"{'teeth': 49, 'hair': 34, 'car': 7, 'money': 4, 'job': 3}"
2667,train_q3016,Name Something A Kid Might Do At The Dinner Table That Would Probably Get Him In Trouble,"{'throw food': 21, 'burp': 20, 'play with food': 14, 'not finish food': 14, 'spit out food': 9, 'spill something': 9, 'eat with hands': 7}"
2668,train_q3017,Name A Type Of Store You’d Find In Just About All Shopping Malls ,"{'clothing': 26, 'department': 11}"
2669,train_q3018,Name Something You Need Coins To Use. ,"{'laundromat': 38, 'pay phone': 20, 'parking meter': 14, 'newspaper': 10, 'vending machine': 10, 'arcade game': 2}"
2670,train_q3019,Name An Extra You Might Pay More For At The Gym,"{'personal trainer': 28, 'massage': 18, 'laundry service': 15, 'food  drink': 14, 'pool access': 9, 'tanning bed': 7, 'locker room use': 3}"
2671,train_q3020,Name An Item You Might See In A Movie Star’s Home That Wouldn’t Be In Yours ,"{'academy awards': 33, 'maids': 25, 'home theatre': 22, 'swimming pool': 5, 'expensive artwork': 5, 'grand piano': 4}"
2672,train_q3021,Name Something You Might See Next To The Cash Register At A Restaurant ,"{'toothpicks': 39, 'mints': 30, 'chocolates': 15, 'credit card machine': 4, 'menu': 3, 'penny jar': 3}"
2673,train_q3022,Name A Method People Use When Deciding What Lotto Numbers They’re Going To Play. ,"{'birthday': 85, 'address': 3, 'random numbers': 3, 'anniversary date': 2, 'id card number': 2}"
2674,train_q3024,Name Something You’re More Likely To See In Australian Than Elsewhare. ,"{'kangaroo': 44, 'koala': 39, 'dingo': 10, 'desert': 5}"
2675,train_q3025,Name A Celebrity From Decades Ago Whos Still Thought Of As A Style Icon,"{'marilyn monroe': 32, 'elvis presley': 31, 'twiggy': 8, 'elizabeth taylor': 6, 'james dean': 6, 'jackie o': 5, 'audrey hepburn': 3}"
2676,train_q3026,Name Something A Person Might Read Everyday. ,"{'newspaper': 38, 'bible': 14}"
